ID,Price
1,-2.66381639563906
2,5.87064183471557
3,8.84315690743415
4,3.2071672598540317
5,15.331872273109184
6,10.043930993383583
7,1.6817041906801933
8,10.891735647232963
9,2.015226270509629
10,5.358200155832492
11,12.499519164463436
12,4.3782343614366255
13,9.19099842509604
14,1.1443591055858633
15,0.8478465496632452
16,8.380367391523123
17,20.351480563248515
18,10.770019941354349
19,7.255403826960901
20,-3.3937735231334045
21,9.138142054937816
22,23.730096598056207
23,10.69851775016059
24,7.098603425872625
25,3.243099101653115
26,7.150973918317959
27,2.005034311286181
28,4.757437254663273
29,8.437127005035563
30,9.363566404851554
31,-5.499888518671469
32,3.8163043489753363
33,0.07142684987866232
34,8.27636962817951
35,15.149739180511006
36,9.242675717634484
37,6.199403764861472
38,6.085807675982323
39,9.071671242717002
40,5.938013990071795
41,17.5524836043096
42,2.107658670759065
43,10.729151627559531
44,-1.5786422820856387
45,13.164103408534174
46,2.0587487007051095
47,3.963468045695663
48,11.393116517874205
49,9.343604537623378
50,26.142867023132112
51,8.841001923402018
52,8.62048205318024
53,9.732779366041541
54,-14.588620351511508
55,13.922725315071602
56,32.04377183542147
57,12.506995479743637
58,12.499774096692363
59,6.828639438260325
60,14.274135015515185
61,8.873985918650305
62,4.205452435129246
63,5.61265958102058
64,13.95341286712437
65,14.436391116370032
66,10.280395736175706
67,15.325918710164387
68,20.017818341028033
69,9.60772918793873
70,25.771416366450012
71,10.201711476807759
72,3.1611867692217857
73,13.374612424551742
74,17.757523770987063
75,9.155715542182406
76,21.283500669194837
77,12.27282612389945
78,13.36605459528846
79,9.352087793867213
80,23.15421211257444
81,6.718696977745822
82,-0.6335957503479221
83,12.590553688228283
84,9.21374987506033
85,11.433775850074653
86,10.397839662262868
87,8.148011523265723
88,-13.196775511009037
89,0.1255881439010409
90,24.923235763048524
91,13.401716805703018
92,20.75737007646285
93,7.347077674794946
94,4.765207601209113
95,4.272752495289751
96,11.635239438395274
97,41.221107779212616
98,4.643233347343994
99,10.12699340734298
100,7.8731234935908105
101,2.822903399640836
102,11.601281346661835
103,21.51364208090581
104,8.423835724710898
105,8.173900519770541
106,33.489148289030254
107,9.254392983464186
108,8.149204261454543
109,6.866358178860992
110,13.218349652669076
111,18.598382338123884
112,11.738910794376807
113,7.117684765492413
114,3.241947683003673
115,20.86577595584322
116,26.12660738766499
117,8.245527767448039
118,9.760884121722484
119,10.509358053938286
120,5.780425606439621
121,22.019394203070988
122,8.688403433132862
123,4.99665384123
124,13.635669154391962
125,2.537574456463517
126,1.050159707399871
127,11.061228632260281
128,-10.820960528457363
129,2.75031107363111
130,7.568282765725144
131,1.892977259975396
132,17.023685134821335
133,2.6758978210677924
134,8.24170510427075
135,28.170463054979336
136,20.83924662393838
137,15.91375414051754
138,6.2973262118266575
139,18.611474134422224
140,19.62558309863516
141,27.04488498208866
142,8.843260180609377
143,-0.0742751376965316
144,0.1120646361546278
145,4.086712948152581
146,10.670808092659627
147,-2.381296912894868
148,11.210684825019598
149,9.1405459578109
150,9.381326196288228
151,11.161222348815045
152,56.419272649702634
153,16.705742448090405
154,11.090608678526223
155,13.154529062705024
156,10.403626665047796
157,0.10329111764303889
158,5.232709986628834
159,7.684979132565331
160,8.110695385636063
161,13.836683424528474
162,10.37010948505258
163,8.334718086139219
164,8.268937871258004
165,12.287412757598759
166,6.280386346676551
167,6.580607315765974
168,7.8661424115143745
169,7.731398310088025
170,8.44166172300993
171,1.4403861409959973
172,3.2739956900900324
173,11.473468818455785
174,3.8563097764335907
175,12.602882867695826
176,4.2072980890043254
177,20.09502435909053
178,2.428414592871377
179,3.018332084579015
180,6.4526469921443095
181,1.5323114382144922
182,8.448693120545158
183,13.700841062880045
184,10.443177130050117
185,4.176628277115924
186,23.963387556848375
187,8.998601437404432
188,8.352402581844217
189,12.96965104521496
190,6.162568257633211
191,5.211335457574023
192,9.437650471093548
193,3.7806378314044196
194,2.23610877400597
195,6.748196837958403
196,4.267043974835815
197,7.7975390682081525
198,14.214105002107772
199,5.888214886838341
200,1.2318673335944368
201,10.290436632992169
202,10.80867840546125
203,9.339009214272664
204,3.1810616956363447
205,9.486901395249788
206,8.16757759993834
207,8.128930183645934
208,3.106611702501141
209,8.11794967053629
210,21.148306212738134
211,8.348777677163525
212,6.77248740433788
213,10.511524774407917
214,13.187700913872504
215,13.165948678738005
216,10.093511117442176
217,-0.13284055625945257
218,1.1739094231011222
219,24.077432618616058
220,12.364027644950966
221,30.33970357423732
222,9.869136112313754
223,12.31813886641612
224,9.995856504500807
225,6.870705731754697
226,23.73381506725491
227,16.20428563707128
228,6.661393255553776
229,12.506107584145866
230,11.503164485505295
231,4.3431379613134595
232,38.815029466399665
233,1.683030116260852
234,11.374573172866803
235,19.735011466972082
236,8.736854943810613
237,6.618731933675463
238,4.16759704245851
239,6.384564369481723
240,14.19728431996191
241,11.544111600847373
242,11.277108796381981
243,17.22010592440256
244,11.044078395105316
245,13.842685818065092
246,9.231131234801978
247,0.23414722252391584
248,10.131660355389613
249,12.88280903894838
250,26.03008814036866
